gender,race,years_experience,education,education_num,skill_score,interview_score,base_score,penalty,hire
Male,White,6.8,Bachelors,1,36.3,73.3,57.440000000000005,0.0,0
Female,Black,2.8,Bachelors,1,72.9,89.1,70.4,-7.0,1
Female,White,0.8,HS,0,98.8,71.4,69.68,-2.0,1
Male,White,5.7,Bachelors,1,64.7,82.5,70.28,0.0,0
Male,Asian,8.0,Bachelors,1,66.6,77.0,73.44,0.0,1
Female,White,2.5,Masters,2,74.4,64.8,60.68000000000001,-2.0,0
Female,White,0.5,HS,0,61.6,53.1,46.88,-2.0,0
Female,Hispanic,4.7,Masters,2,65.3,73.3,64.84,-2.0,0
Female,Black,4.7,Masters,2,64.9,52.1,56.20000000000001,-7.0,0
Female,White,6.6,Bachelors,1,60.6,85.5,71.64,-2.0,1
Male,White,7.8,Masters,2,88.4,68.1,78.20000000000002,0.0,0
Male,White,4.8,HS,0,76.9,84.3,74.08000000000001,0.0,1
Male,Black,10.6,PhD,3,73.8,64.2,76.4,-5.0,1
Female,White,5.7,Bachelors,1,82.1,73.2,73.52,-2.0,1
Male,White,4.0,Bachelors,1,66.0,72.5,63.400000000000006,0.0,0
Female,Asian,0.2,Bachelors,1,58.4,69.5,51.559999999999995,-2.0,0
Female,White,4.2,HS,0,61.0,64.8,58.720000000000006,-2.0,0
Female,White,4.0,PhD,3,70.0,74.7,65.88,-2.0,0
Male,White,7.9,HS,0,54.1,58.9,61.0,0.0,0
Female,Black,6.4,Bachelors,1,62.5,55.5,60.0,-7.0,0
Male,White,1.5,Bachelors,1,62.3,84.9,61.88,0.0,0
Female,White,5.5,Masters,2,100.0,78.7,82.48,-2.0,1
Male,Hispanic,7.0,Bachelors,1,28.4,70.8,53.68,0.0,1
Male,White,9.6,Bachelors,1,67.3,90.0,82.12,0.0,1
Female,White,7.7,Bachelors,1,95.9,66.8,80.48000000000002,-2.0,0
Male,White,7.3,Masters,2,71.8,85.9,77.68,0.0,0
Male,White,5.2,HS,0,81.3,72.1,71.76,0.0,0
Female,White,6.2,Bachelors,1,71.5,57.7,64.08000000000001,-2.0,1
Female,White,8.7,Bachelors,1,60.0,92.2,78.28,-2.0,0
Female,White,1.0,Masters,2,36.4,81.9,49.32000000000001,-2.0,0
Female,White,4.0,Bachelors,1,73.1,68.5,64.64,-2.0,0
Female,Hispanic,2.7,Bachelors,1,58.4,78.7,60.24,-2.0,0
Male,Asian,6.1,Bachelors,1,58.0,65.2,61.480000000000004,0.0,1
Male,Hispanic,8.7,Masters,2,62.5,79.9,74.36000000000001,0.0,0
Male,Hispanic,3.2,Masters,2,96.2,41.3,61.4,0.0,1
Female,White,0.0,Bachelors,1,100.0,57.8,63.120000000000005,-2.0,1
Female,Asian,3.8,Bachelors,1,73.3,81.8,69.64,-2.0,1
Male,White,7.7,Bachelors,1,63.0,67.0,67.4,0.0,1
Male,Asian,6.6,HS,0,52.3,72.5,63.120000000000005,0.0,1
Female,Asian,6.3,Bachelors,1,77.0,53.8,64.92,-2.0,0
Male,Black,4.2,Bachelors,1,96.7,92.2,83.96000000000001,-5.0,0
Female,Asian,1.2,Bachelors,1,66.3,84.3,62.63999999999999,-2.0,1
Female,Black,6.5,Masters,2,34.3,67.6,53.76,-7.0,0
Female,White,2.5,Bachelors,1,80.1,65.1,63.08,-2.0,0
Male,White,11.6,Bachelors,1,84.8,82.4,90.08,0.0,1
Female,Black,6.7,Bachelors,1,46.2,93.8,69.4,-7.0,0
Female,White,3.3,Bachelors,1,72.6,81.4,68.2,-2.0,1
Female,Black,3.2,Bachelors,1,76.8,96.1,75.56,-7.0,1
Female,Asian,4.7,Bachelors,1,68.9,58.9,60.52,-2.0,0
Female,White,4.3,Bachelors,1,58.1,60.2,55.92000000000001,-2.0,0
Female,Hispanic,8.4,Masters,2,85.2,55.7,73.16000000000001,-2.0,0
Male,Asian,5.6,Masters,2,63.9,75.3,66.88000000000001,0.0,1
Female,Asian,2.8,Bachelors,1,47.7,72.1,53.52,-2.0,0
Female,Asian,10.7,HS,0,39.3,68.2,64.4,-2.0,0
Male,White,5.1,Bachelors,1,88.9,79.7,77.64,0.0,1
Female,Asian,7.3,Bachelors,1,79.2,84.8,80.20000000000002,-2.0,1
Female,Hispanic,3.2,Bachelors,1,71.3,51.7,55.6,-2.0,0
Female,White,6.1,Masters,2,63.4,62.8,62.68000000000001,-2.0,1
Male,White,5.9,PhD,3,62.1,79.8,68.56,0.0,0
Male,Black,0.0,Masters,2,53.9,64.4,47.32000000000001,-5.0,0
Female,White,11.0,Bachelors,1,63.5,60.4,71.56,-2.0,0
Female,Black,8.9,Masters,2,38.2,82.2,65.96000000000001,-7.0,0
Male,Black,3.8,Masters,2,59.0,54.5,53.00000000000001,-5.0,1
Female,White,1.7,Bachelors,1,65.3,66.4,56.080000000000005,-2.0,0
Female,Black,6.0,Bachelors,1,79.1,73.9,73.2,-7.0,1
Female,Hispanic,5.3,Masters,2,69.4,63.1,63.60000000000001,-2.0,0
Female,White,6.1,Bachelors,1,81.9,79.4,76.72000000000001,-2.0,1
Male,White,5.6,Bachelors,1,90.2,63.2,72.56,0.0,1
Male,White,6.5,Bachelors,1,85.9,86.9,82.12,0.0,1
Male,White,9.3,Bachelors,1,77.1,68.5,76.84,0.0,0
Female,Asian,6.7,Bachelors,1,70.2,78.1,72.72,-2.0,0
Male,White,1.9,Masters,2,55.3,79.0,57.519999999999996,0.0,0
Male,Black,9.1,Bachelors,1,81.1,62.5,75.64,-5.0,1
Male,White,9.9,Bachelors,1,95.2,45.4,76.04,0.0,1
Female,White,14.5,HS,0,75.1,74.3,88.75999999999999,-2.0,1
Female,Hispanic,1.6,Bachelors,1,98.8,70.9,71.08000000000001,-2.0,0
Male,Black,5.7,HS,0,47.1,76.7,60.92,-5.0,0
Male,White,0.0,HS,0,52.7,67.3,48.0,0.0,0
Female,White,6.7,Bachelors,1,82.8,64.8,72.44,-2.0,0
Male,White,3.4,Bachelors,1,74.0,94.1,74.04,0.0,1
Male,White,10.8,Bachelors,1,89.7,52.3,78.4,0.0,1
Male,Black,2.7,HS,0,69.8,78.8,64.84,-5.0,0
Male,White,0.0,Bachelors,1,57.0,63.1,48.040000000000006,0.0,0
Male,White,3.6,Bachelors,1,66.8,66.0,60.32000000000001,0.0,0
Male,White,0.0,PhD,3,47.0,66.2,45.28,0.0,1
Male,Asian,7.3,Bachelors,1,53.1,60.4,60.00000000000001,0.0,0
Female,Asian,0.0,Bachelors,1,84.6,76.9,64.6,-2.0,1
Male,White,5.1,Bachelors,1,83.1,86.7,78.12,0.0,1
Female,Hispanic,0.0,HS,0,75.4,75.6,60.400000000000006,-2.0,0
Female,White,4.0,PhD,3,44.2,71.2,54.16000000000001,-2.0,0
Male,White,9.9,Bachelors,1,64.6,58.2,68.92,0.0,0
Female,Hispanic,6.1,Bachelors,1,51.6,76.2,63.32000000000001,-2.0,1
Male,Asian,2.4,Bachelors,1,87.6,95.9,78.2,0.0,0
Female,Asian,4.9,HS,0,61.2,65.4,60.44000000000001,-2.0,0
Male,Black,5.1,Masters,2,53.7,65.5,57.88000000000001,-5.0,0
Male,White,6.4,Bachelors,1,70.4,63.3,66.28,0.0,0
Male,Hispanic,0.9,Bachelors,1,60.4,64.1,51.599999999999994,0.0,1
Female,White,6.8,HS,0,92.3,37.1,65.36000000000001,-2.0,1
Female,Black,0.0,Bachelors,1,59.0,74.9,53.56,-7.0,0
Female,White,3.1,Masters,2,49.0,59.9,49.760000000000005,-2.0,0
Male,Black,3.5,Bachelors,1,37.7,50.7,42.36,-5.0,0
Female,White,6.9,Bachelors,1,69.5,79.0,73.2,-2.0,1
Male,White,5.1,HS,0,61.6,57.0,57.64,0.0,0
Female,Asian,0.8,Bachelors,1,48.6,65.9,47.400000000000006,-2.0,0
Male,White,2.0,Bachelors,1,87.8,87.6,74.16,0.0,0
Male,White,5.6,Bachelors,1,80.0,53.1,64.44,0.0,0
Male,White,4.8,Bachelors,1,69.6,51.6,58.080000000000005,0.0,0
Male,White,3.3,Bachelors,1,90.5,73.2,72.08,0.0,1
Female,White,3.6,Bachelors,1,79.9,83.8,72.68,-2.0,1
Male,White,7.1,PhD,3,57.7,51.1,57.720000000000006,0.0,1
Female,Hispanic,3.4,Bachelors,1,54.4,74.9,58.52000000000001,-2.0,0
Male,White,4.7,Bachelors,1,82.3,77.0,73.12,0.0,1
Female,Asian,11.5,Bachelors,1,75.9,45.3,71.48,-2.0,1
Male,Black,0.7,Bachelors,1,72.5,79.6,62.24,-5.0,0
Male,White,0.0,Bachelors,1,57.3,80.5,55.120000000000005,0.0,0
Female,Black,7.4,Masters,2,79.1,66.3,72.96,-7.0,1
Male,White,3.0,Bachelors,1,58.7,85.0,63.480000000000004,0.0,1
Male,Hispanic,4.0,Bachelors,1,68.5,83.6,68.84,0.0,0
Female,White,2.7,Bachelors,1,91.7,71.2,70.56,-2.0,0
Female,White,4.2,Bachelors,1,60.1,64.6,58.28,-2.0,1
Male,Hispanic,9.8,HS,0,46.4,58.3,61.48,0.0,0
Male,Asian,7.4,Masters,2,54.2,69.5,64.28,0.0,0
Female,Hispanic,7.6,Bachelors,1,84.9,76.8,79.88000000000001,-2.0,1
Male,White,0.8,Bachelors,1,73.8,66.1,57.559999999999995,0.0,0
Male,Hispanic,1.5,Bachelors,1,68.1,43.6,47.68,0.0,0
Male,White,0.0,Bachelors,1,62.4,85.2,59.040000000000006,0.0,1
Female,White,2.6,Bachelors,1,77.3,72.3,65.04,-2.0,1
Female,White,7.9,Bachelors,1,57.3,65.4,64.88000000000001,-2.0,1
Male,Black,6.6,HS,0,74.6,80.3,75.16,-5.0,1
Male,White,4.3,Bachelors,1,59.0,88.3,67.52,0.0,0
Male,White,4.9,Bachelors,1,56.5,36.4,46.96000000000001,0.0,1
Female,Hispanic,2.9,Bachelors,1,60.4,75.2,60.040000000000006,-2.0,0
Male,White,5.6,Bachelors,1,64.4,52.9,58.120000000000005,0.0,0
Male,White,7.3,Bachelors,1,69.3,76.0,72.72,0.0,0
Female,White,0.2,Bachelors,1,73.5,71.5,58.4,-2.0,0
Male,Asian,5.9,Bachelors,1,14.7,77.6,48.72,0.0,0
Female,White,7.8,HS,0,57.9,64.0,64.36000000000001,-2.0,1
Male,White,3.8,Masters,2,64.1,47.5,52.24,0.0,1
Male,Hispanic,7.1,Bachelors,1,92.6,64.6,77.08,0.0,1
Male,Hispanic,13.4,Bachelors,1,53.8,74.9,78.28,0.0,0
Female,White,4.7,Bachelors,1,72.4,82.2,71.24000000000001,-2.0,0
Female,Black,6.2,HS,0,92.4,55.9,71.72,-7.0,0
Female,Hispanic,2.8,Bachelors,1,50.3,82.3,58.64000000000001,-2.0,1
Male,Black,5.5,HS,0,75.9,62.2,66.24000000000001,-5.0,1
Female,White,6.4,HS,0,58.0,74.3,65.72,-2.0,0
Male,Hispanic,5.6,Bachelors,1,62.4,63.9,61.720000000000006,0.0,0
Male,White,1.9,Bachelors,1,58.0,72.2,55.88,0.0,0
Female,White,5.6,Masters,2,59.0,80.7,67.08,-2.0,0
Male,White,9.4,Bachelors,1,100.0,55.3,80.92,0.0,1
Male,White,6.3,Bachelors,1,82.7,61.8,70.4,0.0,1
Male,White,7.9,Bachelors,1,86.5,72.2,79.28,0.0,1
Male,Hispanic,4.3,HS,0,77.4,98.8,79.08,0.0,1
Male,White,7.2,Bachelors,1,45.9,59.6,56.6,0.0,0
Female,White,5.8,Bachelors,1,75.9,94.5,79.76000000000002,-2.0,0
Male,White,2.1,Bachelors,1,86.1,94.1,76.28,0.0,1
Female,White,6.0,Bachelors,1,57.2,68.8,62.400000000000006,-2.0,0
Female,Asian,2.0,Masters,2,84.5,66.4,64.36000000000001,-2.0,1
Male,White,3.1,PhD,3,80.6,61.7,63.120000000000005,0.0,1
Male,White,5.6,Bachelors,1,97.8,69.2,78.00000000000001,0.0,1
Male,White,5.9,Bachelors,1,63.7,53.1,58.52000000000001,0.0,0
Female,White,1.4,Bachelors,1,53.5,69.1,51.84,-2.0,0
Male,White,8.2,Bachelors,1,64.6,88.0,77.44000000000001,0.0,1
Female,Black,6.7,Bachelors,1,91.5,62.7,75.08000000000001,-7.0,1
Male,Asian,2.9,Bachelors,1,42.6,67.1,49.68000000000001,0.0,0
Female,White,0.4,Masters,2,39.0,49.6,36.24,-2.0,0
Male,Black,4.6,Bachelors,1,71.3,74.5,67.52,-5.0,0
Male,Black,3.7,Bachelors,1,63.4,73.2,62.04,-5.0,0
Female,Hispanic,5.3,Bachelors,1,70.1,70.8,66.96000000000001,-2.0,1
Female,White,3.9,Masters,2,84.2,67.4,68.44,-2.0,0
Male,White,0.0,Bachelors,1,61.7,66.5,51.28,0.0,0
Female,White,3.8,Bachelors,1,41.9,76.0,54.760000000000005,-2.0,0
Male,Black,4.1,Bachelors,1,100.0,69.7,76.08,-5.0,1
Female,Hispanic,6.9,Masters,2,55.0,73.8,65.32,-2.0,1
Female,White,2.9,HS,0,54.1,72.6,56.480000000000004,-2.0,0
Male,White,10.0,Masters,2,86.6,83.5,88.03999999999999,0.0,0
Male,Asian,0.0,Bachelors,1,64.2,78.1,56.92,0.0,0
Male,Hispanic,8.9,Bachelors,1,69.0,72.3,74.32000000000001,0.0,0
Female,Asian,4.3,Bachelors,1,77.2,88.2,74.75999999999999,-2.0,0
Female,Hispanic,7.6,Bachelors,1,86.3,75.0,79.72000000000001,-2.0,1
Male,White,5.2,HS,0,65.0,85.7,70.68,0.0,1
Male,Black,8.4,Masters,2,92.8,77.3,84.83999999999999,-5.0,1
Female,Black,3.8,Bachelors,1,38.0,47.9,41.96,-7.0,0
Female,White,1.7,Bachelors,1,81.4,85.7,70.24000000000001,-2.0,0
Female,White,9.3,HS,0,57.4,71.6,70.2,-2.0,0
Male,Black,4.7,Bachelors,1,90.6,69.4,73.4,-5.0,1
Male,White,5.7,Bachelors,1,72.1,73.4,69.60000000000001,0.0,0
Male,Hispanic,8.7,Bachelors,1,59.9,65.9,67.72000000000001,0.0,1
Female,Black,1.9,Bachelors,1,79.9,72.7,64.84,-7.0,1
Male,Asian,6.8,Bachelors,1,83.4,62.9,72.12,0.0,0
Female,White,3.2,PhD,3,79.6,85.3,72.36,-2.0,1
Male,White,4.6,Bachelors,1,54.6,68.6,58.480000000000004,0.0,0
Female,Black,5.2,Masters,2,62.7,65.4,61.64000000000001,-7.0,0
Female,White,0.5,HS,0,69.9,58.9,52.52000000000001,-2.0,0
Female,Black,2.7,Bachelors,1,69.4,73.2,62.440000000000005,-7.0,0
Male,Hispanic,9.1,Bachelors,1,81.2,72.2,79.56,0.0,0
Male,White,7.7,Bachelors,1,39.8,74.7,61.2,0.0,0
Male,White,4.8,Masters,2,75.0,57.7,62.68,0.0,0
Female,White,5.7,HS,0,65.7,50.8,58.0,-2.0,1
Female,White,4.1,HS,0,57.4,77.5,62.160000000000004,-2.0,0
Female,Asian,9.1,Masters,2,58.9,87.8,76.88,-2.0,1
Female,Hispanic,4.4,Bachelors,1,66.8,57.7,58.599999999999994,-2.0,0
Female,Black,5.7,Bachelors,1,16.0,89.1,53.44,-7.0,0
Male,Black,8.4,Bachelors,1,59.5,73.4,69.96000000000001,-5.0,0
Female,White,2.7,Masters,2,56.9,69.9,56.120000000000005,-2.0,0
Male,Asian,9.7,HS,0,78.0,65.2,76.68,0.0,0
Male,Black,0.4,HS,0,57.9,53.4,45.31999999999999,-5.0,0
Female,Black,9.9,Bachelors,1,66.8,81.9,79.28,-7.0,1
Male,Hispanic,3.9,Masters,2,93.1,60.7,69.32000000000001,0.0,1
Male,White,4.3,Bachelors,1,84.9,60.6,66.8,0.0,0
Female,Hispanic,0.0,Bachelors,1,83.5,81.9,66.16,-2.0,0
Male,White,3.6,Bachelors,1,62.5,47.4,51.160000000000004,0.0,0
Female,White,1.9,Masters,2,78.1,51.7,55.72,-2.0,0
Male,White,3.2,Masters,2,66.5,69.8,60.92,0.0,0
Male,Asian,4.6,PhD,3,67.1,73.5,65.44,0.0,0
Male,Hispanic,7.9,HS,0,76.1,75.8,76.56,0.0,1
Male,Black,5.6,HS,0,61.0,66.4,62.16000000000001,-5.0,0
Female,Black,5.9,Bachelors,1,92.4,100.0,88.76,-7.0,1
Male,Black,1.7,Masters,2,67.6,67.3,57.36,-5.0,0
Female,Asian,2.4,Bachelors,1,79.3,67.2,63.400000000000006,-2.0,1
Male,White,10.4,Bachelors,1,91.8,60.4,81.67999999999999,0.0,0
Female,White,2.8,Masters,2,85.5,71.5,68.4,-2.0,0
Female,White,10.0,HS,0,48.9,77.4,70.52000000000001,-2.0,0
Female,Hispanic,4.3,Bachelors,1,76.7,84.4,73.04,-2.0,1
Male,Black,5.0,Bachelors,1,82.8,52.1,63.96,-5.0,0
Male,White,8.2,Bachelors,1,83.4,67.0,76.56000000000002,0.0,0
Male,White,8.8,Masters,2,53.3,75.4,69.08000000000001,0.0,0
Female,Hispanic,4.7,Bachelors,1,60.1,77.0,64.24000000000001,-2.0,1
Male,White,3.8,Bachelors,1,84.9,70.1,69.6,0.0,0
Male,Black,4.8,Bachelors,1,58.6,76.5,63.64000000000001,-5.0,0
Female,Asian,6.0,Bachelors,1,65.5,60.3,62.32000000000001,-2.0,1
Male,White,7.7,Bachelors,1,93.6,88.7,88.32000000000001,0.0,1
Female,White,5.0,Bachelors,1,69.3,81.9,70.48,-2.0,0
Male,Black,6.9,HS,0,59.1,53.9,59.0,-5.0,1
Male,Hispanic,9.9,HS,0,56.8,57.1,65.36,0.0,1
Female,White,6.1,Bachelors,1,75.0,57.4,65.16,-2.0,1
Male,Asian,5.9,Bachelors,1,50.0,78.1,63.03999999999999,0.0,0
Female,White,0.4,Masters,2,66.3,54.6,49.16,-2.0,0
Male,White,0.0,Masters,2,75.0,66.0,56.400000000000006,0.0,1
Male,Black,6.2,Masters,2,89.5,75.5,78.4,-5.0,1
Female,Hispanic,4.7,Bachelors,1,80.0,69.2,69.08000000000001,-2.0,1
Female,White,3.5,Bachelors,1,59.3,73.1,59.959999999999994,-2.0,0
Female,Hispanic,5.7,Bachelors,1,87.7,57.2,69.36000000000001,-2.0,0
Male,Black,4.8,Bachelors,1,65.5,77.1,66.64000000000001,-5.0,1
Female,White,8.4,HS,0,51.5,62.6,62.44,-2.0,0
Male,White,5.3,Bachelors,1,67.4,66.1,64.0,0.0,0
Male,Hispanic,2.8,PhD,3,91.6,72.9,71.4,0.0,1
Female,White,8.0,Bachelors,1,72.5,71.2,73.48,-2.0,1
Male,White,4.3,HS,0,70.2,70.3,64.8,0.0,0
Female,White,6.6,Masters,2,94.6,61.0,75.44,-2.0,1
Male,Hispanic,3.6,Bachelors,1,48.5,66.4,53.16000000000001,0.0,0
Male,Black,3.1,Masters,2,50.7,70.0,54.480000000000004,-5.0,0
Female,Hispanic,5.3,Masters,2,45.8,53.5,50.32,-2.0,0
Female,White,5.0,Masters,2,75.6,64.4,66.0,-2.0,1
Female,Black,6.4,Bachelors,1,72.5,74.7,71.68,-7.0,0
Female,Black,4.2,Bachelors,1,93.1,54.7,67.52000000000001,-7.0,0
Female,Hispanic,0.0,Bachelors,1,73.7,83.9,63.040000000000006,-2.0,0
Female,Asian,3.7,Bachelors,1,63.9,85.2,67.04,-2.0,1
Female,White,7.4,Bachelors,1,70.0,55.1,64.84,-2.0,1
Male,Black,4.1,Bachelors,1,71.8,86.3,71.44,-5.0,1
Male,White,4.3,Bachelors,1,44.9,68.3,53.88,0.0,0
Male,White,8.0,Bachelors,1,100.0,75.0,86.0,0.0,1
Female,White,2.9,Masters,2,77.8,64.0,62.519999999999996,-2.0,1
Female,White,0.4,Masters,2,73.2,81.1,62.519999999999996,-2.0,1
Male,White,4.5,Bachelors,1,79.2,74.9,70.64000000000001,0.0,0
Female,Black,3.5,HS,0,80.6,60.2,63.32000000000001,-7.0,0
Female,White,2.1,Masters,2,67.9,56.0,53.760000000000005,-2.0,1
Male,Black,4.5,Bachelors,1,60.5,52.5,54.2,-5.0,0
Female,White,6.5,Masters,2,79.0,72.3,73.52000000000001,-2.0,1
Female,White,5.0,Masters,2,75.8,76.9,71.08000000000001,-2.0,0
Male,Hispanic,5.9,HS,0,57.9,77.8,66.08,0.0,0
Female,White,10.4,Masters,2,91.3,68.6,84.76,-2.0,1
Male,White,4.0,HS,0,74.4,56.1,60.2,0.0,1
Female,Black,5.8,Bachelors,1,80.9,61.8,68.68,-7.0,1
Female,White,3.5,Bachelors,1,90.9,83.8,76.88000000000001,-2.0,0
Female,White,2.5,HS,0,70.3,64.2,58.800000000000004,-2.0,0
Male,White,3.2,Masters,2,74.8,71.7,65.00000000000001,0.0,1
Female,Asian,3.6,HS,0,82.2,57.1,62.92000000000001,-2.0,0
Female,Black,6.1,Bachelors,1,59.1,74.0,65.44,-7.0,1
Male,Black,12.0,Bachelors,1,70.8,64.5,78.12,-5.0,0
Female,Black,2.9,Masters,2,71.9,82.6,67.60000000000001,-7.0,0
Male,White,3.8,Masters,2,55.7,79.3,61.6,0.0,0
Female,White,4.8,Masters,2,100.0,64.1,75.24000000000001,-2.0,0
Male,Hispanic,6.2,Bachelors,1,48.9,68.5,59.36000000000001,0.0,0
Male,White,5.8,Bachelors,1,50.5,63.4,57.160000000000004,0.0,0
Male,White,8.9,HS,0,89.7,53.0,74.88000000000001,0.0,0
Female,White,0.0,HS,0,80.7,59.7,56.160000000000004,-2.0,0
Male,White,0.0,Bachelors,1,54.6,72.4,50.80000000000001,0.0,1
Female,Asian,3.5,Bachelors,1,79.1,73.9,68.2,-2.0,0
Male,White,8.3,Bachelors,1,92.0,71.8,82.12,0.0,1
Male,White,0.3,Masters,2,69.5,66.4,54.96,0.0,1
Female,White,0.0,Bachelors,1,100.0,81.2,72.48,-2.0,1
Female,Asian,6.7,HS,0,44.1,70.8,59.36,-2.0,0
Male,White,5.7,Bachelors,1,80.4,78.4,74.92000000000002,0.0,1
Female,White,1.7,Masters,2,87.5,48.7,57.88,-2.0,0
Female,Black,2.0,Masters,2,83.4,22.9,46.52000000000001,-7.0,0
Female,Black,2.1,Masters,2,66.9,73.4,60.32000000000001,-7.0,0
Male,White,5.3,HS,0,65.6,52.9,58.0,0.0,1
Male,White,3.1,PhD,3,76.7,67.5,63.88000000000001,0.0,1
Female,White,6.5,Bachelors,1,82.2,66.4,72.44,-2.0,1
Male,White,0.0,HS,0,79.0,89.0,67.2,0.0,1
Female,White,2.4,PhD,3,85.6,74.8,68.96,-2.0,1
Female,White,1.6,Bachelors,1,54.7,72.0,53.88000000000001,-2.0,0
Female,White,4.2,Bachelors,1,66.6,80.0,67.04,-2.0,0
Female,White,3.4,Bachelors,1,55.9,74.4,58.92,-2.0,0
Female,Black,7.4,Bachelors,1,64.2,64.5,66.28,-7.0,0
Male,Asian,0.0,Masters,2,85.2,82.9,67.24000000000001,0.0,1
Female,Black,5.1,Bachelors,1,71.6,56.7,61.52000000000001,-7.0,0
Male,White,6.7,Bachelors,1,100.0,73.9,82.96000000000001,0.0,1
Male,White,10.6,Bachelors,1,72.9,51.4,70.92000000000002,0.0,0
Female,Asian,3.6,Bachelors,1,70.9,72.4,64.52000000000001,-2.0,0
Female,White,6.0,Bachelors,1,71.6,72.3,69.56,-2.0,1
Female,White,0.0,Bachelors,1,60.4,90.1,60.2,-2.0,0
Female,Black,0.0,Bachelors,1,69.1,51.2,48.120000000000005,-7.0,0
Male,Black,7.5,Bachelors,1,86.9,62.8,74.88000000000001,-5.0,1
Male,Black,5.0,Masters,2,71.7,79.9,70.64000000000001,-5.0,1
Female,White,8.5,Bachelors,1,58.1,74.0,69.84,-2.0,0
Male,White,0.9,Bachelors,1,56.1,72.2,53.120000000000005,0.0,0
Male,Asian,6.6,Bachelors,1,63.2,58.5,61.88000000000001,0.0,0
Male,White,10.6,Bachelors,1,71.1,62.9,74.8,0.0,1
Male,Black,6.3,Masters,2,87.9,84.9,81.72,-5.0,0
Male,Black,5.8,PhD,3,49.9,69.4,59.32000000000001,-5.0,0
Male,Black,5.0,Bachelors,1,65.2,74.5,65.88,-5.0,1
Male,White,0.3,Masters,2,72.2,68.6,56.92,0.0,0
Male,White,9.1,Bachelors,1,42.5,55.8,57.519999999999996,0.0,0
Female,Black,3.2,Bachelors,1,57.5,81.2,61.88,-7.0,0
Male,Hispanic,6.5,Bachelors,1,59.8,76.0,67.32000000000001,0.0,1
Male,Asian,0.3,Bachelors,1,58.1,97.7,62.92000000000001,0.0,1
Female,White,1.5,Bachelors,1,72.9,57.8,55.28,-2.0,0
Male,White,9.3,Masters,2,67.6,79.9,77.6,0.0,1
Female,Asian,4.0,Bachelors,1,61.7,54.3,54.400000000000006,-2.0,0
Female,Black,9.4,Masters,2,76.4,71.9,78.12,-7.0,1
Male,Hispanic,4.8,Masters,2,95.8,81.7,80.6,0.0,1
Male,White,0.0,Bachelors,1,94.6,45.1,55.879999999999995,0.0,0
Female,Black,7.7,Bachelors,1,41.2,67.5,58.88,-7.0,0
Female,Black,3.2,Bachelors,1,78.7,63.2,63.160000000000004,-7.0,0
Male,Black,7.1,PhD,3,67.3,61.6,65.76,-5.0,0
Female,White,5.1,Bachelors,1,72.3,74.6,68.96000000000001,-2.0,0
Male,White,0.4,HS,0,64.0,83.4,59.760000000000005,0.0,1
Female,Black,5.5,Bachelors,1,71.8,68.4,67.08,-7.0,0
Male,White,11.6,Bachelors,1,72.3,72.5,81.12,0.0,0
Female,White,6.5,HS,0,61.3,71.4,66.08,-2.0,0
Female,Asian,4.8,HS,0,56.6,70.0,60.24,-2.0,0
Female,White,8.2,Bachelors,1,63.3,56.9,64.48,-2.0,0
Female,Hispanic,5.6,Bachelors,1,73.5,83.3,73.92,-2.0,0
Male,White,5.6,Bachelors,1,79.0,73.5,72.2,0.0,1
Male,Black,1.7,Bachelors,1,82.8,74.7,66.4,-5.0,1
Male,Asian,5.7,Bachelors,1,62.6,60.3,60.56,0.0,0
Male,White,8.1,Bachelors,1,74.3,64.5,71.72,0.0,1
Female,White,2.5,Bachelors,1,84.4,67.9,65.92000000000002,-2.0,1
Male,White,9.3,Bachelors,1,87.5,51.6,74.24000000000001,0.0,1
Male,White,4.7,Bachelors,1,69.1,49.7,56.92,0.0,1
Female,Black,2.3,Bachelors,1,66.7,62.8,56.400000000000006,-7.0,0
Female,Asian,8.0,HS,0,72.9,76.3,75.68,-2.0,1
Female,White,4.1,HS,0,52.8,62.2,54.2,-2.0,0
Female,White,7.3,HS,0,67.1,57.8,64.56,-2.0,1
Male,White,4.1,Masters,2,81.2,60.2,64.76,0.0,0
Male,Black,4.8,Masters,2,79.6,64.5,67.24000000000001,-5.0,1
Female,White,6.5,Masters,2,65.9,65.8,65.68,-2.0,0
Female,Black,5.9,Masters,2,73.3,96.0,79.52,-7.0,0
Male,Black,0.0,Bachelors,1,57.6,82.7,56.120000000000005,-5.0,0
Female,Black,1.6,Bachelors,1,80.6,82.3,68.36,-7.0,0
Male,White,7.8,Bachelors,1,68.8,84.0,76.72,0.0,1
Male,Black,4.6,HS,0,65.9,58.0,58.760000000000005,-5.0,0
Female,White,3.4,Bachelors,1,64.6,55.3,54.760000000000005,-2.0,0
Female,White,0.9,Masters,2,69.1,56.7,52.120000000000005,-2.0,0
Female,Hispanic,1.8,Bachelors,1,63.3,86.0,63.32,-2.0,0
Male,Black,0.0,Bachelors,1,79.9,63.4,57.32000000000001,-5.0,1
Female,White,4.7,Bachelors,1,64.1,55.0,57.04,-2.0,0
Male,White,3.2,Bachelors,1,93.9,64.8,69.88000000000001,0.0,1
Male,White,2.1,Bachelors,1,92.0,67.1,67.84,0.0,1
Female,White,4.8,Masters,2,56.6,73.2,61.52,-2.0,1
Female,White,6.1,Bachelors,1,71.0,73.0,69.80000000000001,-2.0,0
Female,White,11.3,Masters,2,60.2,60.1,70.72,-2.0,1
